Date/Time,Wind Speed (m/s),LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Direction (°),,,
29 05 2018 09:30,4.91,302.3594971,313.6560707,39.99768066,,,4.91
29 05 2018 09:40,5.18,340.7172852,381.4970285,32.85189056,,,5.18
29 05 2018 09:50,5.96,552.6520996,613.0837317,31.87845039,,,5.96
29 05 2018 10:00,6.12,583.0161133,666.4506369,32.26377106,,,6.12
29 05 2018 10:10,5.81,498.3463135,562.9192367,27.9445591,,,5.81
29 05 2018 10:20,6.08,624.9547729,650.2408756,27.18367958,,,6.08
29 05 2018 10:30,6.12,611.677002,664.3130275,25.27227974,,,6.12
29 05 2018 10:40,6.27,662.6461182,718.2418932,24.37921906,,,6.27
29 05 2018 10:50,6.11,652.0869751,662.3525169,34.17004013,,,6.11
29 05 2018 11:00,6.36,707.4379883,751.6246583,43.44509888,,,6.36
29 05 2018 11:10,6.82,867.0797729,934.8892387,43.77222061,,,6.82
29 05 2018 11:20,7.06,1004.122009,1045.120379,33.37688828,,,7.06
29 05 2018 11:30,7.87,1305.345947,1456.463173,35.97597122,,,7.87
29 05 2018 11:40,7.62,1307.51001,1323.087076,31.76436043,,,7.62
29 05 2018 11:50,9.37,2127.052002,2383.908299,30.66563034,,,9.37
29 05 2018 12:00,9.12,2148.349121,2219.277366,32.78701019,,,9.12
29 05 2018 12:10,8.27,1590.92395,1686.079979,34.4344902,,,8.27
29 05 2018 12:20,8.97,1981.671997,2122.062557,29.94507027,,,8.97
29 05 2018 12:30,8.71,1908.890991,1958.809915,27.62067032,,,8.71
29 05 2018 12:40,6.86,969.7999268,956.2865499,34.78918839,,,6.86
29 05 2018 12:50,8.37,1773.370972,1749.578143,26.48830032,,,8.37
29 05 2018 13:00,8.34,1691.395996,1728.720184,33.70878983,,,8.34
29 05 2018 13:10,9.2,2068.833008,2272.177464,38.88602066,,,9.2
29 05 2018 13:20,8.34,1722.517944,1733.153922,42.84733963,,,8.34
29 05 2018 13:30,8.49,1767.317993,1822.156481,40.55221176,,,8.49
29 05 2018 13:40,9.49,2157.076904,2461.184571,38.32291031,,,9.49
29 05 2018 13:50,8.87,1938.587036,2060.017981,44.85464859,,,8.87
29 05 2018 14:00,9.02,1986.785034,2159.60233,41.48999023,,,9.02
29 05 2018 14:10,8.93,1913.578003,2095.903995,54.74074173,,,8.93
29 05 2018 14:20,9.38,2238.531982,2390.834801,47.80767059,,,9.38
29 05 2018 14:30,9.07,2087.545898,2187.150948,48.78670883,,,9.07
29 05 2018 14:40,9.99,2611.893066,2788.967747,44.46461868,,,9.99
29 05 2018 14:50,10.76,3000.037109,3179.860679,44.22669983,,,10.76
29 05 2018 15:00,11.69,3299.197998,3465.512659,50.30234909,,,11.69
29 05 2018 15:10,11.43,3242.710938,3403.323752,51.42121887,,,11.43
29 05 2018 15:20,11.42,3293.413086,3400.995793,48.53247833,,,11.42
29 05 2018 15:30,11.54,3280.895996,3430.851137,51.05028152,,,11.54
29 05 2018 15:40,13.45,3603.315918,3600,52.8861084,,,13.45
29 05 2018 15:50,12.63,3571.533936,3587.71469,51.1880188,,,12.63
29 05 2018 16:00,12.12,3522.351074,3539.267678,48.64875031,,,12.12
29 05 2018 16:10,10.67,3011.589111,3142.167811,39.83847046,,,10.67
29 05 2018 16:20,11.89,3442.470947,3504.649345,32.37680817,,,11.89
29 05 2018 16:30,11.13,3124.266113,3314.998339,34.12730026,,,11.13
29 05 2018 16:40,11.51,3275.24707,3424.587572,30.08987045,,,11.51
29 05 2018 16:50,10.76,3141.341064,3182.078959,33.64862061,,,10.76
29 05 2018 17:00,10.59,2874.270996,3109.8436,38.47748947,,,10.59
29 05 2018 17:10,11.39,3369.38501,3393.779902,32.21641922,,,11.39
29 05 2018 17:20,11.63,3312.832031,3451.385638,32.02574158,,,11.63
29 05 2018 17:30,10.13,2647.493896,2869.504424,32.58699036,,,10.13
29 05 2018 17:40,10.99,3035.718994,3269.336801,33.22473907,,,10.99
29 05 2018 17:50,10.62,2653.032959,3121.738544,35.38563919,,,10.62
29 05 2018 18:00,9.42,2138.424072,2419.530857,34.13803101,,,9.42
29 05 2018 18:10,9.35,2215.5,2372.460448,31.56418037,,,9.35
29 05 2018 18:20,10.68,2913.185059,3148.429071,30.32069969,,,10.68
29 05 2018 18:30,10.34,2651.875,2984.499867,35.07366943,,,10.34
29 05 2018 18:40,9.93,2439.97998,2747.676077,45.21744156,,,9.93
29 05 2018 18:50,10.84,2825.419922,3211.866523,51.58000946,,,10.84
29 05 2018 19:00,10.32,2550.412109,2977.559576,51.0245018,,,10.32
29 05 2018 19:10,9.64,2228.519043,2545.2247,51.16424942,,,9.64
29 05 2018 19:20,8.92,1947.240967,2094.872602,46.809021,,,8.92
29 05 2018 19:30,7.92,1437.032959,1484.542366,49.04248047,,,7.92
29 05 2018 19:40,9.39,2099.364014,2395.685528,49.39403915,,,9.39
29 05 2018 19:50,8.19,1555.89502,1641.781239,46.30392075,,,8.19
29 05 2018 20:00,7.83,1380.152954,1433.821868,48.53298187,,,7.83
29 05 2018 20:10,8.18,1546.553955,1636.663126,46.85454178,,,8.18
29 05 2018 20:20,9.79,2402.499023,2653.389999,41.57532883,,,9.79
29 05 2018 20:30,10.24,2616.64209,2931.363032,45.75067139,,,10.24
29 05 2018 20:40,10.9,2823.241943,3234.545129,46.67018127,,,10.9
29 05 2018 20:50,10.48,2732.837891,3054.19511,45.73371124,,,10.48
29 05 2018 21:00,10.96,2838.465088,3256.325255,48.12234116,,,10.96
29 05 2018 21:10,10.39,2553.691895,3013.403484,50.24542999,,,10.39
29 05 2018 21:20,10.16,2449.2229,2887.524734,54.9668808,,,10.16
29 05 2018 21:30,10.04,2381.226074,2818.34905,56.65655136,,,10.04
29 05 2018 21:40,9.89,2303.094971,2724.587065,57.05258942,,,9.89
29 05 2018 21:50,8.69,1771.009033,1949.286577,51.97299957,,,8.69
29 05 2018 22:00,9.07,1987.800049,2188.152105,51.53482819,,,9.07
29 05 2018 22:10,9.77,2232.968994,2641.504582,49.88584137,,,9.77
29 05 2018 22:20,8.24,1524.055054,1671.07149,45.44578934,,,8.24
29 05 2018 22:30,8.17,1464.387939,1628.441901,49.91473007,,,8.17
29 05 2018 22:40,7.28,1043.353027,1149.422148,50.53794861,,,7.28
29 05 2018 22:50,7.22,1006.119995,1116.707969,47.80730057,,,7.22
29 05 2018 23:00,6.57,752.4420166,833.9713781,46.3868103,,,6.57
29 05 2018 23:10,5.98,551.3839111,617.5083617,38.60731888,,,5.98
29 05 2018 23:20,5.74,435.8666992,542.3113087,33.5028801,,,5.74
29 05 2018 23:30,5.82,481.322998,564.8713301,41.83494186,,,5.82
29 05 2018 23:40,6.08,538.2546997,651.2861643,44.04640961,,,6.08
29 05 2018 23:50,5.64,394.7896118,508.9205437,46.20912933,,,5.64
30 05 2018 00:00,5.38,341.506897,435.7746997,44.00366974,,,5.38
30 05 2018 00:10,5.39,333.4556885,437.9506854,46.07189941,,,5.39
30 05 2018 00:20,4.49,175.9844971,220.6654839,52.64871979,,,4.49
30 05 2018 00:30,4.61,199.9611053,245.6858251,54.55744934,,,4.61
30 05 2018 00:40,5.21,308.9718018,389.625274,41.82421112,,,5.21
30 05 2018 00:50,5.91,491.8310852,595.665302,40.34170914,,,5.91
30 05 2018 01:00,6.42,626.0921021,776.1612314,49.02037048,,,6.42
30 05 2018 01:10,6.99,857.0576172,1013.643921,51.33657074,,,6.99
30 05 2018 01:20,7.06,912.0582886,1045.262464,52.76987839,,,7.06
30 05 2018 01:30,6.97,869.788208,1003.433059,52.21065903,,,6.97
30 05 2018 01:40,6.76,785.1940918,910.1517351,51.30540085,,,6.76
30 05 2018 01:50,6.75,815.6738281,908.1071275,50.54603958,,,6.75
30 05 2018 02:00,7.11,914.4088135,1068.022536,47.59513092,,,7.11
30 05 2018 02:10,7.69,1173.001953,1358.948062,47.46234894,,,7.69
30 05 2018 02:20,7.65,1149.892944,1335.091741,50.30044937,,,7.65
30 05 2018 02:30,7.59,1114.380005,1305.044529,53.5362587,,,7.59
30 05 2018 02:40,8.03,1350.270996,1545.844419,49.50569153,,,8.03
30 05 2018 02:50,7.25,992.3051758,1133.281852,46.24618912,,,7.25
30 05 2018 03:00,6.94,860.4345093,989.3804244,48.08205032,,,6.94
30 05 2018 03:10,6.81,803.5963135,931.5114495,47.70811081,,,6.81
30 05 2018 03:20,6.58,751.6906128,837.986177,49.20188141,,,6.58
30 05 2018 03:30,7.41,1082.375,1211.750186,53.96725082,,,7.41
30 05 2018 03:40,9.48,1988.921997,2457.411004,57.56211853,,,9.48
30 05 2018 03:50,9.9,2249.343994,2728.283806,53.48524094,,,9.9
30 05 2018 04:00,10.28,2339.365967,2952.541529,51.69749069,,,10.28
30 05 2018 04:10,9.04,1886.963013,2166.901463,54.98696136,,,9.04
30 05 2018 04:20,8.87,1769.160034,2060.752201,53.69884109,,,8.87
30 05 2018 04:30,8.8,1825.230957,2017.785128,49.96516037,,,8.8
30 05 2018 04:40,9.41,2100.875,2413.782614,49.2918396,,,9.41
30 05 2018 04:50,8.77,1801.442017,1997.74518,51.15983963,,,8.77
30 05 2018 05:00,8.93,1784.139038,2096.802735,53.64813995,,,8.93
30 05 2018 05:10,8.72,1762.282959,1966.770813,52.83681107,,,8.72
30 05 2018 05:20,8.37,1599.113037,1749.035268,52.07440186,,,8.37
30 05 2018 05:30,7.63,1261.895996,1323.365401,52.11204147,,,7.63
30 05 2018 05:40,7.87,1383.44397,1457.532022,47.45333862,,,7.87
30 05 2018 05:50,7.47,1177.104004,1244.499393,48.95930099,,,7.47
30 05 2018 06:00,8.39,1590.387939,1759.689707,49.66880035,,,8.39
30 05 2018 06:10,7.58,1189.724976,1301.131606,52.77647018,,,7.58
30 05 2018 06:20,7.24,1052.084961,1129.609414,55.53105164,,,7.24
30 05 2018 06:30,7.12,1062.829956,1072.090395,57.18619156,,,7.12
30 05 2018 06:40,8.37,1538.515015,1747.732167,57.1332016,,,8.37
30 05 2018 06:50,7.91,1294.458008,1480.606831,53.32563019,,,7.91
30 05 2018 07:00,6.99,965.0786133,1013.342589,40.36035919,,,6.99
30 05 2018 07:10,7.98,1435.333008,1520.761302,38.31811905,,,7.98
30 05 2018 07:20,7.5,1204.620972,1258.141056,35.70534897,,,7.5
30 05 2018 07:30,8.15,1576.573975,1617.972099,36.42176056,,,8.15
30 05 2018 07:40,8.76,1860.869019,1990.917768,34.71463013,,,8.76
30 05 2018 07:50,8.25,1676.19397,1677.489181,38.19382858,,,8.25
30 05 2018 08:00,8.07,1581.755005,1571.17609,29.14542961,,,8.07
30 05 2018 08:10,9.37,2204.60498,2384.523651,27.55378914,,,9.37
30 05 2018 08:20,9.14,2015.771973,2236.519804,32.19427109,,,9.14
30 05 2018 08:30,8.2,1590.317017,1643.966988,32.49922943,,,8.2
30 05 2018 08:40,8.43,1765.937988,1784.095068,32.1509285,,,8.43
30 05 2018 08:50,8.61,1835.583984,1895.345114,31.5821991,,,8.61
30 05 2018 09:00,8.82,1893.46106,2027.79941,27.92575073,,,8.82
30 05 2018 09:10,9.77,2290.879883,2641.665891,26.09308052,,,9.77
30 05 2018 09:20,9.8,2364.584961,2660.54679,26.65007973,,,9.8
30 05 2018 09:30,10.24,2493.582031,2933.038882,26.20417023,,,10.24
30 05 2018 09:40,9.44,2133.50708,2427.531632,26.29726028,,,9.44
30 05 2018 09:50,8.62,1727.406982,1900.969891,26.27301025,,,8.62
30 05 2018 10:00,8.95,1883.119019,2109.533918,28.02280998,,,8.95
30 05 2018 10:10,9.2,2103.705078,2275.999237,27.34466934,,,9.2
30 05 2018 10:20,9.61,2239.478027,2524.830431,22.03145981,,,9.61
30 05 2018 10:30,9.03,1975.071045,2160.467427,24.96235085,,,9.03
30 05 2018 10:40,9.63,2341.068115,2541.386679,20.47857094,,,9.63
30 05 2018 10:50,9.9,2354.339111,2725.205156,26.39625931,,,9.9
30 05 2018 11:00,10.01,2446.13208,2800.516998,27.0018692,,,10.01
30 05 2018 11:10,10.04,2500.246094,2819.237155,23.50208092,,,10.04
30 05 2018 11:20,9.62,2213.968018,2530.047812,28.04653931,,,9.62
30 05 2018 11:30,9.91,2343.477051,2731.913038,28.98292923,,,9.91
30 05 2018 11:40,9.8,2368.547119,2657.970753,28.72641945,,,9.8
30 05 2018 11:50,9.85,2424.511963,2695.488657,26.28469086,,,9.85
30 05 2018 12:00,10.82,2754.873047,3206.866609,28.82725906,,,10.82
30 05 2018 12:10,9.89,2495.508057,2721.198393,30.65332031,,,9.89
30 05 2018 12:20,10.98,2988.407959,3264.862414,30.41620064,,,10.98
30 05 2018 12:30,11.53,3259.721924,3430.104205,28.29693031,,,11.53
30 05 2018 12:40,11.84,3218.88501,3494.70484,28.46241951,,,11.84
30 05 2018 12:50,11.49,3126.576904,3419.032327,28.34742928,,,11.49
30 05 2018 13:00,11.79,3244.495117,3485.018723,26.77596092,,,11.79
30 05 2018 13:10,12.57,3392.560059,3583.931318,27.15504074,,,12.57
30 05 2018 13:20,12.45,3473.86499,3575.18121,28.28882027,,,12.45
30 05 2018 13:30,12.57,3538.342041,3583.701591,25.93379021,,,12.57
30 05 2018 13:40,12.56,3509.176025,3583.031433,26.13785934,,,12.56
30 05 2018 13:50,12.5,3577.271973,3579.397153,26.3339901,,,12.5
30 05 2018 14:00,12.94,3567.531982,3597.586302,26.84572029,,,12.94
30 05 2018 14:10,12.36,3504.980957,3566.870695,27.65829086,,,12.36
30 05 2018 14:20,12.5,3479.479004,3579.325817,28.90740013,,,12.5
30 05 2018 14:30,11.97,3369.967041,3517.890639,28.04825974,,,11.97
30 05 2018 14:40,12.3,3408.647949,3560.666105,29.01324081,,,12.3
30 05 2018 14:50,11.23,3147.155029,3348.939715,31.2548008,,,11.23
30 05 2018 15:00,10.98,3100.528076,3264.020634,30.76841927,,,10.98
30 05 2018 15:10,11.53,3214.451904,3429.422749,30.21133041,,,11.53
30 05 2018 15:20,11.02,3062.819092,3278.697579,30.38454056,,,11.02
30 05 2018 15:30,10.83,2990.923096,3208.14652,29.80364037,,,10.83
30 05 2018 15:40,11.2,3099.813965,3337.786991,31.70203972,,,11.2
30 05 2018 15:50,11.63,3141.558105,3451.204934,34.47146988,,,11.63
30 05 2018 16:00,10.61,2911.424072,3118.729355,34.44860077,,,10.61
30 05 2018 16:10,11.92,3236.854004,3508.179251,37.22842026,,,11.92
30 05 2018 16:20,11.08,2926.3479,3300.548073,38.30323029,,,11.08
30 05 2018 16:30,10.83,2825.024902,3210.719266,39.34228897,,,10.83
30 05 2018 16:40,10.56,2629.183105,3094.465573,40.45619965,,,10.56
30 05 2018 16:50,10.05,2446.688965,2819.8447,38.69366837,,,10.05
30 05 2018 17:00,10.8,2651.013916,3198.176887,42.23664093,,,10.8
30 05 2018 17:10,10.63,2659.680908,3124.797709,40.49237061,,,10.63
30 05 2018 17:20,10.5,2552.315918,3067.635755,40.15929031,,,10.5
30 05 2018 17:30,9.33,2045.550049,2356.208276,38.39165115,,,9.33
30 05 2018 17:40,9.09,1933.964966,2202.814931,38.69366837,,,9.09
30 05 2018 17:50,9.76,2288.913086,2632.646813,37.4240303,,,9.76
30 05 2018 18:00,8.97,1908.989014,2123.37975,37.04024887,,,8.97
30 05 2018 18:10,8.45,1652.645996,1796.282048,38.37044907,,,8.45
30 05 2018 18:20,8.96,1863.921021,2115.706698,37.86141968,,,8.96
30 05 2018 18:30,8.6,1727.718018,1889.778538,37.03908157,,,8.6
30 05 2018 18:40,8.75,1813.631958,1981.425689,36.87722015,,,8.75
30 05 2018 18:50,8.89,1877.338013,2076.102984,37.91176987,,,8.89
30 05 2018 19:00,8.88,1851.880005,2069.835559,39.14144897,,,8.88
30 05 2018 19:10,8.47,1702.109009,1810.535245,41.80952835,,,8.47
30 05 2018 19:20,9.06,1933.212036,2182.857189,40.77865982,,,9.06
30 05 2018 19:30,8.97,1935.280029,2123.478532,43.30541992,,,8.97
30 05 2018 19:40,9.25,2037.587036,2304.329636,48.3723793,,,9.25
30 05 2018 19:50,9.52,2132.876953,2453.20369,49.17290115,,,9.52
30 05 2018 20:00,8.88,1761.578979,2064.198093,53.64997101,,,8.88
30 05 2018 20:10,8.98,1803.505981,2133.657655,57.41389084,,,8.98
30 05 2018 20:20,8.8,1715.616943,2016.704542,56.58041,,,8.8
30 05 2018 20:30,8.81,1735.821045,2025.054388,47.81521988,,,8.81
30 05 2018 20:40,8.45,1552.285034,1799.541533,45.54196167,,,8.45
30 05 2018 20:50,8.52,1584.593018,1837.742545,49.53042984,,,8.52
30 05 2018 21:00,7.81,1241.927002,1421.792289,49.3300209,,,7.81
30 05 2018 21:10,7.75,1170.803955,1390.284957,57.37218857,,,7.75
30 05 2018 21:20,8.19,1382.613037,1638.995296,54.2649498,,,8.19
30 05 2018 21:30,7.74,1200.694946,1383.447255,52.76486969,,,7.74
30 05 2018 21:40,6.89,849.0471191,968.983005,52.45027924,,,6.89
30 05 2018 21:50,6.74,784.3217163,903.3732747,56.58152008,,,6.74
30 05 2018 22:00,7.39,966.2379761,1199.218912,56.22595978,,,7.39
30 05 2018 22:10,6.89,823.8673706,965.1659377,57.99689102,,,6.89
30 05 2018 22:20,6.81,811.7299194,930.7635392,56.33398819,,,6.81
30 05 2018 22:30,6.49,685.7659302,802.7500067,60.52820969,,,6.49
30 05 2018 22:40,5.57,432.568512,490.3525889,67.32575226,,,5.57
30 05 2018 22:50,5.46,386.4140015,458.4996421,70.51500702,,,5.46
30 05 2018 23:00,4.73,223.3128052,272.1743937,70.05200195,,,4.73
30 05 2018 23:10,4.1,108.0315018,141.2039978,69.71846008,,,4.1
30 05 2018 23:20,4.95,225.2140961,323.493285,56.74995041,,,4.95
30 05 2018 23:30,6.18,527.2393799,686.2103739,46.19387817,,,6.18
30 05 2018 23:40,6.25,614.8134766,711.3440928,49.53359985,,,6.25
30 05 2018 23:50,7.68,1176.23999,1353.774447,42.4953804,,,7.68
31 05 2018 00:00,7.87,1202.146973,1455.30048,45.01372147,,,7.87
31 05 2018 00:10,7.76,1111.660034,1394.423901,47.04679108,,,7.76
31 05 2018 00:20,7.61,1170.885986,1314.407988,47.72990036,,,7.61
31 05 2018 00:30,7.74,1327.269043,1385.936181,45.11058044,,,7.74
31 05 2018 00:40,8.19,1519.921997,1641.336795,45.1571312,,,8.19
31 05 2018 00:50,8.75,1866.996948,1983.543539,46.860569,,,8.75
31 05 2018 01:00,9.12,2019.337036,2222.372475,46.46873093,,,9.12
31 05 2018 01:10,9.96,2313.941895,2765.77356,48.96052933,,,9.96
31 05 2018 01:20,9.77,2256.74707,2642.59157,47.02730942,,,9.77
31 05 2018 01:30,9.28,2081.998047,2324.231201,45.41650009,,,9.28
31 05 2018 01:40,9.08,1928.67395,2194.674666,44.82217026,,,9.08
31 05 2018 01:50,9.26,2051.139893,2312.655026,46.71331024,,,9.26
31 05 2018 02:00,9.14,1880.137939,2234.586705,50.90761185,,,9.14
31 05 2018 02:10,9.46,2069.437988,2446.010184,46.28448868,,,9.46
31 05 2018 02:20,9.34,2021.014038,2368.010522,44.97462845,,,9.34
31 05 2018 02:30,9.73,2290.061035,2609.024222,43.80241013,,,9.73
31 05 2018 02:40,9.08,1951.692993,2198.155975,44.01713181,,,9.08
31 05 2018 02:50,9.04,1925.508057,2170.589514,46.0248909,,,9.04
31 05 2018 03:00,7.89,1362.974976,1468.58034,45.24340057,,,7.89
31 05 2018 03:10,7.76,1291.373047,1396.34508,43.40827179,,,7.76
31 05 2018 03:20,7.64,1225.85498,1329.409945,43.3078804,,,7.64
31 05 2018 03:30,7.81,1280.857056,1423.888368,37.30418015,,,7.81
31 05 2018 03:40,7.57,1183.405029,1295.108651,36.15784836,,,7.57
31 05 2018 03:50,7.94,1432.776001,1498.421985,33.86038971,,,7.94
31 05 2018 04:00,7.68,1357.072021,1353.208978,30.41444016,,,7.68
31 05 2018 04:10,8.03,1399.43396,1548.838658,34.14830017,,,8.03
31 05 2018 04:20,8.55,1571.371948,1861.962226,37.39558029,,,8.55
31 05 2018 04:30,8.15,1444.484985,1616.688296,36.95201874,,,8.15
31 05 2018 04:40,7.41,1081.858032,1211.613016,38.69762039,,,7.41
31 05 2018 04:50,7.03,903.479187,1031.473994,36.17889023,,,7.03
31 05 2018 05:00,6.9,835.2144775,973.0816226,39.06251144,,,6.9
31 05 2018 05:10,6.35,621.7304077,750.3903573,40.30315018,,,6.35
31 05 2018 05:20,6.26,675.1328125,716.053345,35.88705826,,,6.26
31 05 2018 05:30,6.3,666.9318237,730.1427444,36.01089859,,,6.3
31 05 2018 05:40,5.79,505.9099121,554.9573661,34.20363998,,,5.79
31 05 2018 05:50,5.83,545.4699707,568.1837918,41.92465973,,,5.83
31 05 2018 06:00,6.46,744.0460815,788.7808019,41.52685928,,,6.46
31 05 2018 06:10,5.91,566.1845703,594.2590189,45.23785019,,,5.91
31 05 2018 06:20,5.53,459.9977112,476.6407635,43.49707031,,,5.53
31 05 2018 06:30,6.24,664.6870728,708.0737087,37.99700928,,,6.24
31 05 2018 06:40,6.3,689.0720215,729.6988218,40.56496811,,,6.3
31 05 2018 06:50,5.69,510.2131958,526.3566548,48.71889877,,,5.69
31 05 2018 07:00,5.11,314.3904114,362.4490197,42.82675171,,,5.11
31 05 2018 07:10,6.14,555.5131836,670.5136369,63.54682159,,,6.14
31 05 2018 07:20,5.61,431.877594,501.98068,52.61851883,,,5.61
31 05 2018 07:30,4.87,289.6270142,303.8035398,38.45066833,,,4.87
31 05 2018 07:40,5.92,565.1901855,599.6791858,44.95809174,,,5.92
31 05 2018 07:50,5.66,506.2060852,514.8425395,41.14218903,,,5.66
31 05 2018 08:00,5.9,539.2109985,590.2356131,30.08758926,,,5.9
31 05 2018 08:10,6.33,763.2180176,742.2481448,34.40274811,,,6.33
31 05 2018 08:20,6.57,857.6196289,835.485025,28.45170975,,,6.57
31 05 2018 08:30,6.34,726.5427246,743.0817778,32.74414825,,,6.34
31 05 2018 08:40,6.59,815.9746094,841.8839511,29.28326035,,,6.59
31 05 2018 08:50,7.01,1057.305054,1022.437358,28.73513985,,,7.01
31 05 2018 09:00,6.93,921.010376,984.7573676,24.20940971,,,6.93
31 05 2018 09:10,7.27,1054.609009,1144.470002,24.74253082,,,7.27
31 05 2018 09:20,6.49,719.9155273,802.5849621,25.07825089,,,6.49
31 05 2018 09:30,6.45,730.1895752,787.5213713,22.21744919,,,6.45
31 05 2018 09:40,6.75,810.1204834,906.335053,22.50094986,,,6.75
31 05 2018 09:50,6.43,707.1384888,780.7705937,21.05880928,,,6.43
31 05 2018 10:00,5.82,493.8125916,565.5532681,20.88246918,,,5.82
31 05 2018 10:10,6.27,629.6121216,718.4441049,18.18364906,,,6.27
31 05 2018 10:20,5.83,464.1311951,569.0343296,18.35897064,,,5.83
31 05 2018 10:30,5.82,478.006012,565.7498869,14.48493958,,,5.82
31 05 2018 10:40,4.87,262.8017883,305.7814841,15.18803978,,,4.87
31 05 2018 10:50,4.59,199.1674042,242.2908636,15.93500996,,,4.59
31 05 2018 11:00,4.51,202.1143036,224.693538,17.47859955,,,4.51
31 05 2018 11:10,4.3,147.0348053,181.0473801,15.12751007,,,4.3
31 05 2018 11:20,4.58,209.3755951,240.0694885,16.77051926,,,4.58
31 05 2018 11:30,4.54,189.780899,231.5076256,19.91264915,,,4.54
31 05 2018 11:40,4.85,242.8493042,300.5862531,20.38903999,,,4.85
31 05 2018 11:50,5.48,425.8884888,464.6319131,25.10971069,,,5.48
31 05 2018 12:00,6.18,618.8726807,685.7557632,24.70606041,,,6.18
31 05 2018 12:10,5.82,516.0551147,567.1499823,18.23707962,,,5.82
31 05 2018 12:20,5.92,531.3403931,598.0659121,15.49491024,,,5.92
31 05 2018 12:30,5.7,436.3452148,529.9002433,18.83481979,,,5.7
31 05 2018 12:40,5.61,421.9653015,500.5102853,16.41868973,,,5.61
31 05 2018 12:50,5.46,396.8496094,456.2583745,15.12998009,,,5.46
31 05 2018 13:00,6.31,645.4102783,731.9286375,13.46288013,,,6.31
31 05 2018 13:10,7.18,949.7733154,1099.393798,15.09057045,,,7.18
31 05 2018 13:20,7.72,1203.593994,1372.86653,14.7785902,,,7.72
31 05 2018 13:30,6.91,871.9083862,976.7437152,16.90033913,,,6.91
31 05 2018 13:40,6.29,674.3297119,727.1474923,19.4744091,,,6.29
31 05 2018 13:50,7.12,952.2526855,1070.819031,20.22076035,,,7.12
31 05 2018 14:00,6.96,878.9741821,999.6554852,18.71272087,,,6.96
31 05 2018 14:10,6.54,739.3756714,821.4755012,18.85914993,,,6.54
31 05 2018 14:20,6.7,815.8853149,887.0778339,17.7659893,,,6.7
31 05 2018 14:30,6.81,865.9697876,933.0560023,17.0164299,,,6.81
31 05 2018 14:40,7.28,998.3549805,1147.788732,19.42086029,,,7.28
31 05 2018 14:50,6.69,750.3347168,882.3283337,21.22990036,,,6.69
31 05 2018 15:00,7.02,946.9459229,1024.614752,18.44171906,,,7.02
31 05 2018 15:10,7.34,1103.791016,1176.689705,20.39197922,,,7.34
31 05 2018 15:20,7,935.8604736,1016.489882,22.34720993,,,7
31 05 2018 15:30,7.99,1348.812988,1525.933923,25.38765907,,,7.99
31 05 2018 15:40,8.63,1720.171021,1909.37211,23.42712021,,,8.63
31 05 2018 15:50,8.2,1531.562988,1648.323582,26.47398949,,,8.2
